Topic,Count,Name,Representation,Representative_Docs
142,17,142_iterator_ordered_keyordering_regression,"['iterator', 'ordered', 'keyordering', 'regression', 'inventory', 'declarative', 'tables', 'panic', 'segment', 'associated']","['add regression test for ordered patch iterator summary add regression test verifying yields keys in canonical order document test in changelog testing', 'use associated consts for key layout tables summary remove index helper methods and operate directly on const translation tables tie keyordering to keysegmentation and record segment permutations note follow up for segment iterators in the inventory make keyordering specify its segmentation via an associated type instead of a generic parameter introduce macros and that build and implementations from declarative descriptions testing', 'use associated consts for key layout tables summary remove index helper methods and operate directly on const translation tables tie keyordering to keysegmentation and record segment permutations note follow up for segment iterators in the inventory make keyordering specify its segmentation via an associated type instead of a generic parameter introduce macros and that build and implementations from declarative descriptions testing']"
143,16,143_product_optimize_stability_comparision,"['product', 'optimize', 'stability', 'comparision', 'optimizing', 'scenario', 'off', 'optimizations', 'maxvaexp', 'findmaxvaexp']","['add product optimize off comparision test scenario', 'product optimize stability fixes product optimize stability fixes', 'product optimize stability fix']"
144,16,144_unused_import_imports_remove,"['unused', 'import', 'imports', 'remove', 'extraneous', 'succinct', 'stray', 'archive', 'docstrings', 'drop']","['remove unused import summary delete stray import in testing fails not installed', 'remove unused import summary delete stray import in testing fails not installed', 'remove unused import']"
145,16,145_grid_grids_pieces_placement,"['grid', 'grids', 'pieces', 'placement', 'viewport', 'tetris', 'drawing', 'resize', 'cards', 'tolerance']","['fix grid alignment when resizing summary compute grid positions using viewport height keep grids centered vertically on resize testing', 'scale boards and cards with viewport summary let grids update cell size dynamically via grid set cell size size cards and tetromino blocks based on viewport and grid size place grids and cards with a new scaling step on resize register grid and card nodes in groups for easy updates testing', 'add grid placement for tetris pieces summary add node script for storing and drawing grid cells create left and right grids in main scene position grids and handle dropping cards into grids allow cards to report block positions and interact with grids testing']"
146,16,146_py_numpy_python_flake8,"['py', 'numpy', 'python', 'flake8', 'module', 'black', 'modulenotfounderror', 'named', 'typing', 'costs']","['use pep 585 built in generics summary replace typing generics list dict tuple etc with the corresponding built in collection types across the python 3 11 modules drop unused typing imports and reformat affected files testing black flake8 pytest', 'consolidate first run and second run summary combine functionality from first run py and second run py into run py via embedded sources remove the original scripts testing', 'refactor plotting for python 3 9 summary add typing import to avoid python 3 10 union notation testing fails modulenotfounderror no module named numpy']"
147,16,147_gcd_sum_getcommonvars_issummationsimplifiable,"['gcd', 'sum', 'getcommonvars', 'issummationsimplifiable', 'operator', 'gcdofmembers', 'incommonwith', 'product', 'integer', 'check']","['sum operator issummationsimplifiable check getcommonvars gcd sum operator issummationsimplifiable check getcommonvars gcd', 'sum operator issummationsimplifiable check getcommonvars gcd', 'sum operator issummationsimplifiable check getcommonvars gcd']"
148,16,148_sumordercomparator_ordering_cpp_move,"['sumordercomparator', 'ordering', 'cpp', 'move', 'antisymmetry', 'separate', 'files', 'devin', 'into', 'dedicated']","['refactor move sumordercomparator into separate files this pr moves sumordercomparator into dedicated h and cpp files while maintaining existing functionality and type ordering semantics changes created sumordercomparator h and sumordercomparator cpp moved type ordering logic from sum cpp preserved existing comparison behavior no changes to base classes or inheritance contracts link to devin run', 'refactor move sumordercomparator into separate files move sumordercomparator implementation from sum cpp into dedicated sumordercomparator h and sumordercomparator cpp files link to devin run', 'refactor move sumordercomparator into separate files move sumordercomparator implementation from sum cpp into dedicated sumordercomparator h and sumordercomparator cpp files link to devin run']"
149,16,149_footer_gap_spacing_bottom,"['footer', 'gap', 'spacing', 'bottom', 'dashboard', 'sidebar', 'layout', 'flex', 'sticky', 'content']","['fix sticky footer for doc pages summary keep doclayout body full height with flex column so footer stays at the bottom on short pages testing', 'make footer sticky on short pages summary make bloglayout body a flex column so footer stays at bottom adjust dashboardlayout for sticky footer apply same flex layout to docslayout testing', 'improve footer summary redesign footer with multi column layout remove extra page padding at bottom testing']"
150,16,150_omitted_raw_html_backported,"['omitted', 'raw', 'html', 'backported', 'also', 'electron', 'chromium', 'fixed', 'cve', 'href']","['bump electron from 9 3 1 to 9 4 0 bumps electron from 9 3 1 to 9 4 0 details summary release notes p em sourced from a href releases blockquote h2 electron v9 4 0 h1 release notes for v9 4 0 h2 fixes ul li added electron dlls like libglesv2 dll to symbol server a href raw html omitted also in a href a href a href raw html omitted li fixed code systempreferences effectiveappearance returning code systempreferences getapplevelappearance a href raw html omitted also in a href a href a href raw html omitted li fixed an issue where code event reply could sometimes not deliver a reply to an ipc message when cross site iframes were present a href raw html omitted also in a href a href a href raw html omitted li fixed an issue where some buttons were un clickable in some browserviews with draggable regions enabled a href raw html omitted also in a href a href raw html omitted li fixed an issue whereby a corrupted code async hooks stack would crash the renderer when throwing some errors in the renderer process a href raw html omitted also in a href a href raw html omitted li fixed an occasional crash on windows related to nativeviewhost setparentaccessible a href raw html omitted also in a href a href a href raw html omitted li fixed usage of disable dev shm usage for apps using no sandbox on linux a href h2 other changes ul li backported the fix to cve 2020 16024 heap buffer overflow in ui a href li security backport fix for a href li security backported fix for a href li security backported fix for a href li security backported the fix to cve 2020 16014 use after free in ppapi a href li security backported the fix to cve 2020 16015 insufficient data validation in wasm a href li security backported the fix to cve 2020 16022 insufficient policy enforcement in networking a href h2 electron v9 3 5 h1 release notes for v9 3 5 h2 fixes ul li fixed code lt webview gt code render process gone event dispatch a href li fixed code lc all environment variable getting changed in electron a href raw html omitted also in a href a href raw html omitted li fixed debug log files being created under working directory on windows a href raw html omitted also in a href raw html omitted li fixed draggable regions stops working when devtools is opened on macos a href raw html omitted also in a href a href raw html omitted h2 other changes ul li backported the fix to cve 2020 16017 browser uaf when detaching a provisional frame a href li fixed value of code getsystemversion on big sur a href li security backported fix for a href li security backported fix for a href li security backported fix for chromium a href li security backported fix for chromium a href li security backported fix for chromium a href h2 unknown ul li re enable rosetta on apple silicon devices a href raw html omitted also in a href a href a href a href raw html omitted h2 electron v9 3 4 h1 release notes for v9 3 4 h2 fixes ul li fixed an issue where hover text on macos catalina did not work without voiceover also being enabled a href raw html omitted also in a href a href raw html omitted raw html omitted p truncated details summary commits ul li a href bump v9 4 0 li a href fix restrict sendtoframe to same process frames by default a href li a href fix upload all dll pdb to symbol server a href li a href fix avoid crashing in nativeviewhost setparentaccessible on windows 10 a href li a href chore cherry pick from v8 a href li a href chore cherry pick from chromium a href li a href chore cherry pick from chromium a href li a href chore cherry pick from chromium a href li a href chore cherry pick from chromium a href li a href fix propagate disable dev shm usage to child processes a href li additional commits viewable in a href view br dependabot compatibility score dependabot will resolve any conflicts with this pr as long as you don t alter it yourself you can also trigger a rebase manually by commenting dependabot automerge start dependabot automerge end details summary dependabot commands and options br you can trigger dependabot actions by commenting on this pr will rebase this pr will recreate this pr overwriting any edits that have been made to it will merge this pr after your ci passes on it will squash and merge this pr after your ci passes on it will cancel a previously requested merge and block automerging will reopen this pr if it is closed will close this pr and stop dependabot recreating it you can achieve the same result by closing it manually will close this pr and stop dependabot creating any more for this major version unless you reopen the pr or upgrade to it yourself will close this pr and stop dependabot creating any more for this minor version unless you reopen the pr or upgrade to it yourself will close this pr and stop dependabot creating any more for this dependency unless you reopen the pr or upgrade to it yourself will set the current labels as the default for future prs for this repo and language will set the current reviewers as the default for future prs for this repo and language will set the current assignees as the default for future prs for this repo and language will set the current milestone as the default for future prs for this repo and language you can disable security fix prs for this repo from the security alerts page', 'chore deps dev bump electron from 37 2 6 to 37 3 1 bumps electron from 37 2 6 to 37 3 1 details summary release notes p em sourced from a href releases blockquote h2 electron v37 3 1 h1 release notes for v37 3 1 h2 fixes ul li fixed an issue where code shell openpath was not non blocking as expected a href raw html omitted also in a href a href raw html omitted li fixed an issue where windows opened with code window open would never be offscreen a href raw html omitted also in a href raw html omitted li fixed potential deadlock inside code app getloginitemsettings on macos a href raw html omitted also in a href raw html omitted h2 other changes ul li updated chromium to 138 0 7204 235 a href h2 electron v37 3 0 h1 release notes for v37 3 0 h2 features ul li added support for code app getrecentdocuments on windows and macos a href raw html omitted also in a href a href raw html omitted li adds the ability to change window accent color on windows after initial window initialization via code get set accentcolor a href raw html omitted also in a href a href raw html omitted li internally switched to using code dir assets instead of code dir module to locate assets and resources and added quot assets quot as a key that can be queried via code app getpath a href raw html omitted also in a href raw html omitted h2 fixes ul li fixed a crash possible when calling code webcontents loadurl from a failed code webcontents loadurl call s catch handler a href raw html omitted also in a href a href raw html omitted li fixed an issue where code app accessibilitysupportenabled didn t work as expected a href raw html omitted also in a href raw html omitted li fixed an issue where importing from code electron in an esm file threw an error at runtime a href raw html omitted also in a href a href raw html omitted li fixed an issue where importing from code electron threw a code err module not found error at runtime a href raw html omitted also in a href a href raw html omitted li fixed an issue where the accent border was drawn on all windows regardless of the window s active focused status a href raw html omitted also in a href a href raw html omitted li fixed compilation error when disabling extensions and pdf viewer a href raw html omitted also in a href raw html omitted h2 other changes ul li updated chromium to 138 0 7204 224 a href li updated node js to v22 18 0 a href details summary commits ul li a href fix ensure snapshot is valid a href li a href fix offscreen mode under code window open creation a href li a href fix avoid deprecated login item methods a href li a href fix code shell openpath should be non blocking a href li a href build use quick tunnels for ssh debugging a href li a href chore bump chromium to 138 0 7204 235 37 x y a href li a href fix code app accessibilitysupportenabled a href li a href fix re entrancy issues in code webcontents loadurl a href li a href build drop code types in favor of webpack types a href li a href feat add code get set accentcolor on windows a href li additional commits viewable in a href view br dependabot compatibility score dependabot will resolve any conflicts with this pr as long as you don t alter it yourself you can also trigger a rebase manually by commenting dependabot automerge start dependabot automerge end details summary dependabot commands and options br you can trigger dependabot actions by commenting on this pr will rebase this pr will recreate this pr overwriting any edits that have been made to it will merge this pr after your ci passes on it will squash and merge this pr after your ci passes on it will cancel a previously requested merge and block automerging will reopen this pr if it is closed will close this pr and stop dependabot recreating it you can achieve the same result by closing it manually will show all of the ignore conditions of the specified dependency will close this pr and stop dependabot creating any more for this major version unless you reopen the pr or upgrade to it yourself will close this pr and stop dependabot creating any more for this minor version unless you reopen the pr or upgrade to it yourself will close this pr and stop dependabot creating any more for this dependency unless you reopen the pr or upgrade to it yourself', 'chore deps dev bump electron from 37 2 6 to 37 4 0 bumps electron from 37 2 6 to 37 4 0 details summary release notes p em sourced from a href releases blockquote h2 electron v37 4 0 h1 release notes for v37 4 0 h2 features ul li added code tray get set autosavename to enable macos tray icons to maintain position across launches a href raw html omitted also in a href a href raw html omitted h2 fixes ul li fixed an issue where code net isonline always returned code true in utilityprocesses a href raw html omitted also in a href a href raw html omitted li fixed an issue where snapped corner state wasn t properly restored after minimizing and then restoring a href raw html omitted also in a href a href raw html omitted li fixed an issue where the accent color would be accidentally inverted when set to match the system color a href raw html omitted also in a href a href raw html omitted h2 other changes ul li updated chromium to 138 0 7204 243 a href h2 electron v37 3 1 h1 release notes for v37 3 1 h2 fixes ul li fixed an issue where code shell openpath was not non blocking as expected a href raw html omitted also in a href a href raw html omitted li fixed an issue where windows opened with code window open would never be offscreen a href raw html omitted also in a href raw html omitted li fixed potential deadlock inside code app getloginitemsettings on macos a href raw html omitted also in a href raw html omitted h2 other changes ul li updated chromium to 138 0 7204 235 a href h2 electron v37 3 0 h1 release notes for v37 3 0 h2 features ul li added support for code app getrecentdocuments on windows and macos a href raw html omitted also in a href a href raw html omitted li adds the ability to change window accent color on windows after initial window initialization via code get set accentcolor a href raw html omitted also in a href a href raw html omitted li internally switched to using code dir assets instead of code dir module to locate assets and resources and added quot assets quot as a key that can be queried via code app getpath a href raw html omitted also in a href raw html omitted h2 fixes ul li fixed a crash possible when calling code webcontents loadurl from a failed code webcontents loadurl call s catch handler a href raw html omitted also in a href a href raw html omitted li fixed an issue where code app accessibilitysupportenabled didn t work as expected a href raw html omitted also in a href raw html omitted li fixed an issue where importing from code electron in an esm file threw an error at runtime a href raw html omitted also in a href a href raw html omitted li fixed an issue where importing from code electron threw a code err module not found error at runtime a href raw html omitted also in a href a href raw html omitted li fixed an issue where the accent border was drawn on all windows regardless of the window s active focused status a href raw html omitted also in a href a href raw html omitted li fixed compilation error when disabling extensions and pdf viewer a href raw html omitted also in a href raw html omitted h2 other changes ul li updated chromium to 138 0 7204 224 a href li updated node js to v22 18 0 a href details summary commits ul li a href fix snapped restoration after minimization a href li a href fix code net isonline always true in utility processes a href li a href build use new 7z command line switch a href li a href feat allow macos tray to maintain position a href li a href build fixup docs only condition a href li a href chore bump chromium to 138 0 7204 243 37 x y a href li a href build get source cache for docs only pipeline a href li a href fix system accent color parsing hex order a href li a href fix ensure snapshot is valid a href li a href fix offscreen mode under code window open creation a href li additional commits viewable in a href view br dependabot compatibility score dependabot will resolve any conflicts with this pr as long as you don t alter it yourself you can also trigger a rebase manually by commenting dependabot automerge start dependabot automerge end details summary dependabot commands and options br you can trigger dependabot actions by commenting on this pr will rebase this pr will recreate this pr overwriting any edits that have been made to it will merge this pr after your ci passes on it will squash and merge this pr after your ci passes on it will cancel a previously requested merge and block automerging will reopen this pr if it is closed will close this pr and stop dependabot recreating it you can achieve the same result by closing it manually will show all of the ignore conditions of the specified dependency will close this pr and stop dependabot creating any more for this major version unless you reopen the pr or upgrade to it yourself will close this pr and stop dependabot creating any more for this minor version unless you reopen the pr or upgrade to it yourself will close this pr and stop dependabot creating any more for this dependency unless you reopen the pr or upgrade to it yourself']"
151,16,151_openmind_cmake_path_length,"['openmind', 'cmake', 'path', 'length', 'logical', 'max', 'devin', 'logicoffloadfacility', 'antora', 'windows']","['feat add devinlogicinterface for openmind logic integration description adds devinlogicinterface to provide a clean integration interface for openmind s logic capabilities into devin s decision making system changes add devinvarhost for variable management implement devinlogicinterface for logical operations add test cases for variable creation and logical operations configure cmake build for new components testing added unit tests for variable creation and logical operations all tests passing locally verified build with cmake link to devin run requested by serg', 'cmake on openmind build tools', 'add cmake object path max setting for windows path length compatibility add cmake object path max setting for windows path length compatibility overview this pr implements a preventive fix for potential windows build failures related to cmake object path max path length limitations while no active path length issues currently exist in ci this change protects against future windows build problems as the project grows changes made added cmake object path max setting to cmakelists txt line 19 27 set limit to 260 characters for traditional windows compatibility included cmake version check 3 4 to ensure feature availability added status message for build visibility technical details implementation location cmakelists txt around line 18 after existing windows specific configurations configuration added why this matters preventive measure addresses potential path length issues before they manifest developer experience prevents frustrating windows build failures in user environments future proofing protects against path issues as openmind project expands zero cost no performance or functionality impact risk assessment current path lengths in github actions 154 chars are safe but user environments could reach 185 characters potentially approaching the 260 character windows limit in complex scenarios testing cmake configuration builds successfully locally no syntax errors or warnings maintains existing windows specific configuration patterns compatible with project s cmake 3 14 requirement related investigation this implementation is based on comprehensive analysis of cmake object path max issues in the openmind project including path length calculations and risk assessment for various build scenarios link to devin run requested by serg kryvonos sergeikrivonos gmail com']"
152,15,152_crash_anr_java_android,"['crash', 'anr', 'java', 'android', 'stacktrace', 'webview', 'issue', 'menuactivity', 'copilot', 'reported']","['fix menuactivity crash remove transparent windowbackground from apptheme the app crashed on launch with at transparent window backgrounds are incompatible with appcompat themes changes changed windowbackground from to added comment documenting the incompatibility to prevent regression the white background matches the existing layout background start copilot coding suffix details summary original prompt this section details on the original issue you should resolve issue title menuactivity oncreate failed to set content view issue description i launched soccer2 app on mobile and this error occured 2025 11 04 20 36 46 167 19612 19612 tag soccer piotr gorczynski soccer2 d remote config fetch successful updated false 2025 11 04 20 36 46 168 19612 19612 tag soccer piotr gorczynski soccer2 d signup prompt variant after first online click 2025 11 04 20 36 46 168 19612 19612 tag soccer piotr gorczynski soccer2 d registration copy variant save nickname ranking 2025 11 04 20 36 46 322 19612 19612 tag soccer piotr gorczynski soccer2 d soccerapp requestconsent starting 2025 11 04 20 36 46 343 19612 19612 tag soccer piotr gorczynski soccer2 e menuactivity oncreate failed to set content view java lang runtimeexception window couldn t find content container view at com android internal policy phonewindow generatelayout phonewindow java 2880 at com android internal policy phonewindow installdecor phonewindow java 2939 at com android internal policy phonewindow getdecorview phonewindow java 2217 at androidx activity componentactivity initializeviewtreeowners componentactivity java 474 at androidx appcompat app appcompatactivity setcontentview appcompatactivity java 192 at piotr gorczynski soccer2 menuactivity oncreate menuactivity java 794 at android app activity performcreate activity java 8975 at android app activity performcreate activity java 8944 at android app instrumentation callactivityoncreate instrumentation java 1456 at android app activitythread performlaunchactivity activitythread java 4146 at android app activitythread handlelaunchactivity activitythread java 4322 at android app servertransaction launchactivityitem execute launchactivityitem java 103 at android app servertransaction transactionexecutor executecallbacks transactionexecutor java 139 at android app servertransaction transactionexecutor execute transactionexecutor java 96 at android app activitythread h handlemessage activitythread java 2685 at android os handler dispatchmessage handler java 106 at android os looper looponce looper java 230 at android os looper loop looper java 319 at android app activitythread main activitythread java 8919 at java lang reflect method invoke native method at com android internal os runtimeinit methodandargscaller run runtimeinit java 578 at com android internal os zygoteinit main zygoteinit java 1103 2025 11 04 20 36 46 344 19612 19612 tag soccer fixes piotr gorczynski start copilot coding tips let copilot coding set things up for you tips 29 2e 0a 0a 3conboard 20this 20repo 3e assignees copilot coding works faster and does higher quality work when set up for your repo', 'fix anr crash from mobileads initialization blocking main thread crashlytics reported anr crashes with stacktrace mobileads initialization was blocking the main thread in and redundantly called again in changes soccerapp java move to background thread using executorservice add static handler for callback posting to main thread add for executor cleanup menuactivity java remove redundant initialization call ads continue to load normally but initialization no longer blocks the main thread start copilot coding suffix details summary original prompt this section details on the original issue you should resolve issue title com google android gms internal ads zzhwo zzbe issue description crashlytics reported issue stacktrace attached fix it piotr gorczynski soccer2 issue 8a534e4810b7b74155e2ab453fd2237e anr session 6907a64e01f1000120e19c32d05e8b0f dne 0 v2 stacktrace txt comments on the issue you are copilot in this section comments fixes piotr gorczynski start copilot coding tips we d love your input share your thoughts on copilot coding in our 2 minute survey survey', 'fix gameactivity onnewintent crash by removing flawed exception throwing logic problem the app was experiencing crashes with in method as reported in the attached stacktraces the root cause was critically flawed logic that threw exceptions for legitimate android activity lifecycle scenarios root cause analysis the method had binary logic that only handled one specific case this logic crashed in 7 out of 8 common scenarios including when both values are when one is and the other isn t when paths are legitimately different normal for launch mode fix implementation replaced the flawed logic with robust intent handling key improvements 1 null safety uses for null safe comparison including both null scenarios 2 proper android behavior calls as expected for launch mode activities 3 smart validation only warns doesn t crash for potentially problematic online multiplayer scenarios 4 better logging informative debug and warning messages for monitoring 5 fixed typo dirrenten different context android singletop launch mode uses in androidmanifest xml when a new intent targets an already running activity with this launch mode android calls instead of creating a new instance this is normal android behavior not an error condition the method should handle these legitimate intent updates gracefully testing manual validation created comprehensive test showing the fix resolves crashes in all problematic scenarios unit tests added with thorough coverage of edge cases impact verification confirmed 0 crashes for any legitimate intent scenario files changed fixed onnewintent method with robust null safe logic added comprehensive unit tests added technical documentation this fix resolves the crashes from the github issue and prevents the cascade of errors that occurred during crash reporting start copilot coding suffix details summary original prompt this section details on the original issue you should resolve issue title gameactivity onnewintent issue description see attached stacktrace from crash suggest fix piotr gorczynski soccer2 issue d407f1c0ce05c477328c01499458a7f9 crash session 68d2526603dc000162a53e4a04514105 dne 0 v2 stacktrace txt piotr gorczynski soccer2 issue d407f1c0ce05c477328c01499458a7f9 crash session 68d294c0026100015bd18d7ebf55896c dne 0 v2 stacktrace txt piotr gorczynski soccer2 issue d407f1c0ce05c477328c01499458a7f9 crash session 68d2f70901de000106390f054d906349 dne 0 v2 stacktrace txt comments on the issue you are copilot in this section comments fixes piotr gorczynski start copilot coding tips share your feedback on copilot coding for the chance to win a 200 gift card click here to start the survey']"
153,15,153_will_dependabot_pr_this,"['will', 'dependabot', 'pr', 'this', 'it', 'you', 'any', 'lodash', '17', 'reopen']","['bump lodash from 4 17 15 to 4 17 19 bumps lodash from 4 17 15 to 4 17 19 details summary release notes p em sourced from a href releases blockquote h2 4 17 16 details summary commits ul li a href bump to v4 17 19 li a href add npm package li a href bump to v4 17 18 li a href bump to v4 17 17 li a href rebuild lodash and docs li a href bump to v4 17 16 li a href fix zipobjectdeep prototype pollution a href li a href sanitize sourceurl so it cannot affect evaled code a href li a href fix lodash isequal for circular references a href a href li a href document matches shorthands for over methods a href a href li additional commits viewable in a href view details summary maintainer changes p this version was pushed to npm by a href a new releaser for lodash since your current version br dependabot compatibility score security fixes dependabot will resolve any conflicts with this pr as long as you don t alter it yourself you can also trigger a rebase manually by commenting dependabot automerge start dependabot automerge end details summary dependabot commands and options br you can trigger dependabot actions by commenting on this pr will rebase this pr will recreate this pr overwriting any edits that have been made to it will merge this pr after your ci passes on it will squash and merge this pr after your ci passes on it will cancel a previously requested merge and block automerging will reopen this pr if it is closed will close this pr and stop dependabot recreating it you can achieve the same result by closing it manually will close this pr and stop dependabot creating any more for this major version unless you reopen the pr or upgrade to it yourself will close this pr and stop dependabot creating any more for this minor version unless you reopen the pr or upgrade to it yourself will close this pr and stop dependabot creating any more for this dependency unless you reopen the pr or upgrade to it yourself will set the current labels as the default for future prs for this repo and language will set the current reviewers as the default for future prs for this repo and language will set the current assignees as the default for future prs for this repo and language will set the current milestone as the default for future prs for this repo and language you can disable security fix prs for this repo from the security alerts page', 'bump lodash from 4 17 15 to 4 17 19 bumps lodash from 4 17 15 to 4 17 19 details summary release notes p em sourced from a href releases blockquote h2 4 17 16 details summary commits ul li a href bump to v4 17 19 li a href add npm package li a href bump to v4 17 18 li a href bump to v4 17 17 li a href rebuild lodash and docs li a href bump to v4 17 16 li a href fix zipobjectdeep prototype pollution a href li a href sanitize sourceurl so it cannot affect evaled code a href li a href fix lodash isequal for circular references a href a href li a href document matches shorthands for over methods a href a href li additional commits viewable in a href view details summary maintainer changes p this version was pushed to npm by a href a new releaser for lodash since your current version br dependabot compatibility score security fixes dependabot will resolve any conflicts with this pr as long as you don t alter it yourself you can also trigger a rebase manually by commenting dependabot automerge start dependabot automerge end details summary dependabot commands and options br you can trigger dependabot actions by commenting on this pr will rebase this pr will recreate this pr overwriting any edits that have been made to it will merge this pr after your ci passes on it will squash and merge this pr after your ci passes on it will cancel a previously requested merge and block automerging will reopen this pr if it is closed will close this pr and stop dependabot recreating it you can achieve the same result by closing it manually will close this pr and stop dependabot creating any more for this major version unless you reopen the pr or upgrade to it yourself will close this pr and stop dependabot creating any more for this minor version unless you reopen the pr or upgrade to it yourself will close this pr and stop dependabot creating any more for this dependency unless you reopen the pr or upgrade to it yourself will set the current labels as the default for future prs for this repo and language will set the current reviewers as the default for future prs for this repo and language will set the current assignees as the default for future prs for this repo and language will set the current milestone as the default for future prs for this repo and language you can disable security fix prs for this repo from the security alerts page', 'bump js yaml from 4 1 0 to 4 1 1 in bumps js yaml from 4 1 0 to 4 1 1 details summary changelog p em sourced from a href changelog blockquote h2 4 1 1 2025 11 12 h3 security ul li fix prototype pollution issue in yaml merge lt lt operator details summary commits ul li a href 4 1 1 released li a href dist rebuild li a href lint fix li a href fix prototype pollution in merge lt lt li a href readme md http gt a href li a href doc empty style option for null li a href fix demo link a href li see full diff in a href view br dependabot compatibility score dependabot will resolve any conflicts with this pr as long as you don t alter it yourself you can also trigger a rebase manually by commenting dependabot automerge start dependabot automerge end details summary dependabot commands and options br you can trigger dependabot actions by commenting on this pr will rebase this pr will recreate this pr overwriting any edits that have been made to it will merge this pr after your ci passes on it will squash and merge this pr after your ci passes on it will cancel a previously requested merge and block automerging will reopen this pr if it is closed will close this pr and stop dependabot recreating it you can achieve the same result by closing it manually will show all of the ignore conditions of the specified dependency will close this pr and stop dependabot creating any more for this major version unless you reopen the pr or upgrade to it yourself will close this pr and stop dependabot creating any more for this minor version unless you reopen the pr or upgrade to it yourself will close this pr and stop dependabot creating any more for this dependency unless you reopen the pr or upgrade to it yourself you can disable security fix prs for this repo from the security alerts page']"
154,15,154_page_remove_pages_navigation,"['page', 'remove', 'pages', 'navigation', 'free', 'footer', 'site', 'links', 'listings', 'drop']","['remove free testing tools page and nav entry summary remove free testing tools static page and navigation links clean up site docs referencing the old testing page testing fails missing script test', 'remove dashboard and login features add free tests section summary remove login and dashboard components and their navigation entries add a dedicated free tests section with audit and roas calculator pages include free tests link in footer navigation and update page listings testing', 'remove backend and login features summary drop express backend and related files remove dashboard and login components from frontend add a footer free tests section and update site page listings testing fails missing script test']"
155,15,155_translate_english_docblocks_spanish,"['translate', 'english', 'docblocks', 'spanish', 'feed', 'docs', 'pseudo', 'grouping', 'duplication', 'parts']","['add english translation to readme summary translate readme into english below the russian section testing fails vitest not found fails not found', 'translate cli help to english summary translate help strings in from spanish to english testing fails jest not found', 'translate core docs to english summary translate the core architecture documentation from spanish to english testing fails composer not found']"
156,15,156_timeline_connectors_cards_bracket,"['timeline', 'connectors', 'cards', 'bracket', 'connector', 'brackets', 'lane', 'react', 'duration', 'scripts']","['fix timeline connectors and dynamic bracket summary render a bracket for each experience duration keep connectors aligned while scaling cards scale only the cards on scroll and shrink connectors accordingly testing fails react scripts not found', 'fix timeline connectors and dynamic bracket summary render a bracket for each experience duration keep connectors aligned while scaling cards scale only the cards on scroll and shrink connectors accordingly testing fails react scripts not found', 'fix timeline connectors and dynamic bracket summary render a bracket for each experience duration keep connectors aligned while scaling cards scale only the cards on scroll and shrink connectors accordingly testing fails react scripts not found']"
157,15,157_profile_access_person_profiles,"['profile', 'access', 'person', 'profiles', 'date', 'ranges', 'edit', 'admin', 'group', 'dialog']","['feat relax access profile creation requirements summary make name the only required field in the create access profile dialog allow optional sections description storages person groups date ranges to be left empty when creating a profile replace static date badges with editable date inputs so ranges can be adjusted before saving testing pnpm lint fails typed rule typescript eslint requires parseroptions for type information', 'feat add access profile dto mapping and controller updates summary add dedicated access profile dto types for storages person groups and date ranges extend the automapper profile with conversions between access profile entities and the new dtos refactor the admin access profile controller to use the dtos and mapper for reads and writes while syncing nested collections testing dotnet build backend fails cli is not available in the execution environment', 'feat connect admin access profiles to api summary replace the access profiles page mock state with the real admin access profiles query including error and loading feedback refactor the create profile dialog to read storage and person group options from the api and create profiles through the admin mutation update the edit profile dialog and grid to consume api data persist edits via the update mutation and normalise nullable fields for display testing pnpm filter frontend test runinband fails vitest binary is not installed in the container']"
158,15,158_fillpolynomialcoefficients_polynomial_exponentiation_vector,"['fillpolynomialcoefficients', 'polynomial', 'exponentiation', 'vector', 'constant', 'coefficient', 'integer', 'implementation', 'virtual', 'devin']","['implement fillpolynomialcoefficients in principalsurd implement fillpolynomialcoefficients in exponentiation this pr adds the fillpolynomialcoefficients implementation to the exponentiation class following the virtual method added in pr 787 the implementation handles polynomial expressions where base is a variable and exponent is a positive integer returns the highest degree of the polynomial properly resizes coefficient vector as needed link to devin run', 'implement fillpolynomialcoefficients in fraction implement fillpolynomialcoefficients in exponentiation this pr adds the fillpolynomialcoefficients implementation to the exponentiation class following the virtual method added in pr 787 the implementation handles polynomial expressions where base is a variable and exponent is a positive integer returns the highest degree of the polynomial properly resizes coefficient vector as needed link to devin run', 'implement fillpolynomialcoefficients in exponentiation implement fillpolynomialcoefficients in exponentiation this pr adds the fillpolynomialcoefficients implementation to the exponentiation class following the virtual method added in pr 787 the implementation handles polynomial expressions where base is a variable and exponent is a positive integer returns the highest degree of the polynomial properly resizes coefficient vector as needed link to devin run']"
